category_title;word;channel_title;count
Music                ;summer;5SOSVEVO                               ;3
Music                ;sza;SZAVEVO                                ;3
Music                ;tears;ArianaGrandeVevo                       ;3
Music                ;these;Rudimental                             ;3
Music                ;tinashe;TinasheOfficialVEVO                    ;3
Music                ;tom;BBC Radio 1                            ;3
Music                ;underwood;carrieunderwoodVEVO                    ;3
Music                ;vanderwaal;GraceVanderWaalVEVO                    ;3
Music                ;velvet;SMTOWN                                 ;3
Music                ;verified;Genius                                 ;3
Music                ;video;Bebe Rexha                             ;3
Music                ;video;CAguileraVEVO                          ;3
Music                ;video;CalvinHarrisVEVO                       ;3
Music                ;video;Janelle MonÃ¡e                         ;3
Music                ;video;Josh Groban                            ;3
Music                ;video;KeithUrbanVEVO                         ;3
Music                ;video;Linkin Park                            ;3
Music                ;video;SigridVEVO                             ;3
Music                ;ë ˆë“œë²¨ë²³;SMTOWN                                 ;3
Music                ;ë°©íƒ„ì†œë…„ë‹¨;BANGTANTV                              ;3
Science & Politics   ;1;Marques Brownlee                       ;3
Science & Politics   ;2017;Saint Louis Chess Club                 ;3
Science & Politics   ;5;CrazyRussianHacker                     ;3
Science & Politics   ;60000;Waterjet Channel                       ;3
Science & Politics   ;8;CrazyRussianHacker                     ;3
Science & Politics   ;after;CNN                                    ;3
Science & Politics   ;committee;Washington Post                        ;3
Science & Politics   ;could;Life Noggin                            ;3
Science & Politics   ;day;SmarterEveryDay                        ;3
Science & Politics   ;does;TED-Ed                                 ;3
Science & Politics   ;every;SmarterEveryDay                        ;3
Science & Politics   ;floss;Mental Floss                           ;3
Science & Politics   ;ft;Life Noggin                            ;3
Science & Politics   ;galaxy;Marques Brownlee                       ;3
Science & Politics   ;geographic;National Geographic                    ;3
Science & Politics   ;google;Google                                 ;3
Science & Politics   ;handson;The Verge                              ;3
Science & Politics   ;hawaii;CNN                                    ;3
Science & Politics   ;house;NBC News                               ;3
Science & Politics   ;illegal;Half as Interesting                    ;3
Science & Politics   ;inside;What's Inside?                         ;3
Science & Politics   ;joe;MSNBC                                  ;3
Science & Politics   ;judiciary;Washington Post                        ;3
Science & Politics   ;larry;MLive                                  ;3
Science & Politics   ;liquid;The King of Random                     ;3
Science & Politics   ;made;INSIDER                                ;3
Science & Politics   ;making;Tom Scott                              ;3
